"","institution","collection","recordsets","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","contact","contact_role","contact_email","taxonomic_coverage","geographic_range","collection_size","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","update_url","lat","lon"
"151","California Academy of Sciences","Invertebrate Zoology & Geology","","CAS","","urn:uuid:82701819-70f0-43f3-9eef-7045b9fb33ee","NA","http://research.calacademy.org/izg","http://research.calacademy.org/research/izg/fossil/index.asp","Jean DeMouthe","Collections Manager","jdemouthe@calacademy.org","Invertebrates, Fish, Foraminifera","Pacific Basin of Mesozoic and Cenozoic, California, western North America",NA,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:82701819-70f0-43f3-9eef-7045b9fb33ee&entry.326174790=California Academy of Sciences&entry.2031121141=Invertebrate Zoology & Geology&entry.4068754=CAS&entry.1582913154=&entry.1336841557=http://research.calacademy.org/izg&entry.103879345=http://research.calacademy.org/research/izg/fossil/index.asp&entry.107456176=Pacific Basin of Mesozoic and Cenozoic, California, western North America&entry.879476273=Invertebrates, Fish, Foraminifera&entry.417603227=?&entry.1321049572=Jean DeMouthe&entry.1687847097=Collections Manager&entry.1086198428=jdemouthe@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"152","California Department of Food and Agriculture","CDFA Plant Pathogen Collections","","CDFA","","urn:uuid:32333d5e-e4f1-488e-b771-90a37998d6f8","NA","http://www.cdfa.ca.gov/plant/ppd/ppathcoll.html","NA","Cheryl Blomquist","Co-Curator","cblomquist@cdfa.ca.gov","","",NA,"CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:32333d5e-e4f1-488e-b771-90a37998d6f8&entry.326174790=California Department of Food and Agriculture&entry.2031121141=CDFA Plant Pathogen Collections&entry.4068754=CDFA&entry.1582913154=&entry.1336841557=http://www.cdfa.ca.gov/plant/ppd/ppathcoll.html&entry.103879345=NA&entry.107456176=&entry.879476273=&entry.417603227=?&entry.1321049572=Cheryl Blomquist&entry.1687847097=Co-Curator&entry.1086198428=cblomquist@cdfa.ca.gov&entry.246950189=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1584255348=Sacramento&entry.1966582743=California&entry.256217142=95832&entry.447546773=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1565624766=Sacramento&entry.1920508789=California&entry.1022645685=95832",38.481269,-121.505073
"153","California Academy of Sciences","Diatoms","","CAS","","urn:uuid:bac626df-b991-4a7a-b3d8-bdbd222b7f6d","http://grbio.org/cool/6xb3-iz8i","http://research.calacademy.org/izg","http://research.calacademy.org/research/diatoms/hanna_db/index.asp","Jean DeMouthe","Collections Manager","jdemouthe@calacademy.org","","Worldwide",50000,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:bac626df-b991-4a7a-b3d8-bdbd222b7f6d&entry.326174790=California Academy of Sciences&entry.2031121141=Diatoms&entry.4068754=CAS&entry.1582913154=&entry.1336841557=http://research.calacademy.org/izg&entry.103879345=http://research.calacademy.org/research/diatoms/hanna_db/index.asp&entry.107456176=Worldwide&entry.879476273=&entry.417603227=50000&entry.1321049572=Jean DeMouthe&entry.1687847097=Collections Manager&entry.1086198428=jdemouthe@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"154","California Academy of Sciences","Microbiology","","CAS","","urn:uuid:b651c69c-97c8-42e2-992a-3ed91670f505","NA","http://research.calacademy.org/microbiology","NA","Shannon Bennett","Associate Curator","sbennett@calacademy.org","","",NA,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:b651c69c-97c8-42e2-992a-3ed91670f505&entry.326174790=California Academy of Sciences&entry.2031121141=Microbiology&entry.4068754=CAS&entry.1582913154=&entry.1336841557=http://research.calacademy.org/microbiology&entry.103879345=NA&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Shannon Bennett&entry.1687847097=Associate Curator&entry.1086198428=sbennett@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"155","California Academy of Sciences","Ornithology","b8cbed64-5126-46bd-97aa-43627743aba7","CAS","ORN","urn:uuid:15a6700d-942c-48f5-8bd5-1060960fe530","http://grbio.org/cool/271h-5g5i","http://research.calacademy.org/om","collections.calacademy.org/orn/","Maureen Flannery","Collections Manager","mflannery@calacademy.org","Also 11000 eggs and nests","Western North America, Mexico, Central America, Galapagos, Salomon Islands, China, Myanmar, the Philippines, Eastern Africa",96000,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:15a6700d-942c-48f5-8bd5-1060960fe530&entry.326174790=California Academy of Sciences&entry.2031121141=Ornithology&entry.4068754=CAS&entry.1582913154=ORN&entry.1336841557=http://research.calacademy.org/om&entry.103879345=collections.calacademy.org/orn/&entry.107456176=Western North America, Mexico, Central America, Galapagos, Salomon Islands, China, Myanmar, the Philippines, Eastern Africa&entry.879476273=Also 11000 eggs and nests&entry.417603227=96000&entry.1321049572=Maureen Flannery&entry.1687847097=Collections Manager&entry.1086198428=mflannery@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"156","California Academy of Sciences","Mammalogy","14a8f79f-eab7-48da-ad50-bda142703820","CAS","MAM","urn:uuid:d0a524b5-9e62-4f94-a7b1-84bbdc1af25d","http://grbio.org/cool/gni7-mepr","http://research.calacademy.org/om","http://collections.calacademy.org/mam","Maureen Flannery","Collections Manager","mflannery@calacademy.org","Marine mammals","Western North America, Mexico, Central America, Galapagos, Salomon Islands, China, Myanmar, the Philippines, Eastern Africa",28500,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:d0a524b5-9e62-4f94-a7b1-84bbdc1af25d&entry.326174790=California Academy of Sciences&entry.2031121141=Mammalogy&entry.4068754=CAS&entry.1582913154=MAM&entry.1336841557=http://research.calacademy.org/om&entry.103879345=http://collections.calacademy.org/mam&entry.107456176=Western North America, Mexico, Central America, Galapagos, Salomon Islands, China, Myanmar, the Philippines, Eastern Africa&entry.879476273=Marine mammals&entry.417603227=28500&entry.1321049572=Maureen Flannery&entry.1687847097=Collections Manager&entry.1086198428=mflannery@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"157","California Academy of Sciences","Center for Comparative Genomics","","CAS","CCG","urn:uuid:cdea3455-da68-40fc-b9ed-d70bdd8b9aad","NA","http://research.calacademy.org/ccg","http://research.calacademy.org/ccg/cryo","W. Brian Simison","Assistant Curator & CCG Head","bsimison@calacademy.org","","",NA,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:cdea3455-da68-40fc-b9ed-d70bdd8b9aad&entry.326174790=California Academy of Sciences&entry.2031121141=Center for Comparative Genomics&entry.4068754=CAS&entry.1582913154=CCG&entry.1336841557=http://research.calacademy.org/ccg&entry.103879345=http://research.calacademy.org/ccg/cryo&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=W. Brian Simison&entry.1687847097=Assistant Curator & CCG Head&entry.1086198428=bsimison@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"158","California Academy of Sciences","Botany","1ffce054-8e3e-4209-9ff4-c26fa6c24c2f, 8dc14464-57b3-423e-8cb0-950ab8f36b6f, 26f7cbde-fbcb-4500-80a9-a99daa0ead9d","CAS","DS","urn:uuid:b7bf795c-316a-4688-a9ae-2b74b2b50011","urn:lsid:biocol.org:col:15690","http://research.calacademy.org/botany","http://collections.calacademy.org/bot/","Frank Almeda","Senior Curator","falmeda@calacademy.org","Acanthaceae, Brassicaceae, Carex, Eriogonum, Hydrophyllaceae, Lupinus, Madinae, Malvaceae, Melastomataceae, Onagraceae, Penstemon, Poaceae, Polemoniaceae, Quercus","North and Latin America, Galapagos Islands",2000000,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:b7bf795c-316a-4688-a9ae-2b74b2b50011&entry.326174790=California Academy of Sciences&entry.2031121141=Botany&entry.4068754=CAS&entry.1582913154=DS&entry.1336841557=http://research.calacademy.org/botany&entry.103879345=http://collections.calacademy.org/bot/&entry.107456176=North and Latin America, Galapagos Islands&entry.879476273=Acanthaceae, Brassicaceae, Carex, Eriogonum, Hydrophyllaceae, Lupinus, Madinae, Malvaceae, Melastomataceae, Onagraceae, Penstemon, Poaceae, Polemoniaceae, Quercus&entry.417603227=2000000&entry.1321049572=Frank Almeda&entry.1687847097=Senior Curator&entry.1086198428=falmeda@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"159","California Academy of Sciences","Eggs & Nests","","CAS","EGG","urn:uuid:31b3d05a-fdbb-11e4-93db-002315492bbc","http://grbio.org/cool/idr4-xdj8","http://research.calacademy.org/om","collections.calacademy.org/orn/","Maureen Flannery","Collections Manager","mflannery@calacademy.org","Also 11000 eggs and nests","Western North America, Mexico, Central America, Galapagos, Salomon Islands, China, Myanmar, the Philippines, Eastern Africa",96000,"California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","California Academy of Sciences, 55 Music Concourse Drive","San Francisco","California","94118","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:31b3d05a-fdbb-11e4-93db-002315492bbc&entry.326174790=California Academy of Sciences&entry.2031121141=Eggs & Nests&entry.4068754=CAS&entry.1582913154=EGG&entry.1336841557=http://research.calacademy.org/om&entry.103879345=collections.calacademy.org/orn/&entry.107456176=Western North America, Mexico, Central America, Galapagos, Salomon Islands, China, Myanmar, the Philippines, Eastern Africa&entry.879476273=Also 11000 eggs and nests&entry.417603227=96000&entry.1321049572=Maureen Flannery&entry.1687847097=Collections Manager&entry.1086198428=mflannery@calacademy.org&entry.246950189=California Academy of Sciences, 55 Music Concourse Drive&entry.1584255348=San Francisco&entry.1966582743=California&entry.256217142=94118&entry.447546773=California Academy of Sciences, 55 Music Concourse Drive&entry.1565624766=San Francisco&entry.1920508789=California&entry.1022645685=94118",37.784824,-122.463987
"160","California Department of Food and Agriculture","California State Collection of Arthropods","","CDFA","CSCA","urn:uuid:56ae332b-35f8-44d5-ba94-e2a0c8ea26dd","NA","http://www.cdfa.ca.gov/plant/ppd/csca.html","?","Jackie Kishmirian","Collections Manager","jkishmirian@cdfa.ca.gov","Coleoptera, Diptera, Hymenoptera, Lepidoptera, Hemiptera","California",1500000,"CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:56ae332b-35f8-44d5-ba94-e2a0c8ea26dd&entry.326174790=California Department of Food and Agriculture&entry.2031121141=California State Collection of Arthropods&entry.4068754=CDFA&entry.1582913154=CSCA&entry.1336841557=http://www.cdfa.ca.gov/plant/ppd/csca.html&entry.103879345=?&entry.107456176=California&entry.879476273=Coleoptera, Diptera, Hymenoptera, Lepidoptera, Hemiptera&entry.417603227=1500000&entry.1321049572=Jackie Kishmirian&entry.1687847097=Collections Manager&entry.1086198428=jkishmirian@cdfa.ca.gov&entry.246950189=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1584255348=Sacramento&entry.1966582743=California&entry.256217142=95832&entry.447546773=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1565624766=Sacramento&entry.1920508789=California&entry.1022645685=95832",38.481269,-121.505073
"161","California Department of Food and Agriculture","CDFA Herbarium","","CDFA","CDA","urn:uuid:d6d10837-4734-4ea6-b0b5-f7a0f18fcfc9","urn:lsid:biocol.org:col:14927","http://www.cdfa.ca.gov/plant/ppd/herbarium.html","?","G. Fred Hrusa","Curator","fhrusa@cdfa.ca.gov","","California",50000,"CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:d6d10837-4734-4ea6-b0b5-f7a0f18fcfc9&entry.326174790=California Department of Food and Agriculture&entry.2031121141=CDFA Herbarium&entry.4068754=CDFA&entry.1582913154=CDA&entry.1336841557=http://www.cdfa.ca.gov/plant/ppd/herbarium.html&entry.103879345=?&entry.107456176=California&entry.879476273=&entry.417603227=50000&entry.1321049572=G. Fred Hrusa&entry.1687847097=Curator&entry.1086198428=fhrusa@cdfa.ca.gov&entry.246950189=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1584255348=Sacramento&entry.1966582743=California&entry.256217142=95832&entry.447546773=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1565624766=Sacramento&entry.1920508789=California&entry.1022645685=95832",38.481269,-121.505073
"162","California Department of Food and Agriculture","CDFA Seed and Fruit Collection","","CDFA","SFC","urn:uuid:2633de7d-17a1-462c-8e6e-4f5e35520e67","NA","http://www.cdfa.ca.gov/plant/ppd/seedherbarium.html","NA","Deborah Meyer","Co-Curator","dmeyer@cdfa.ca.gov","","California",40000,"CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:2633de7d-17a1-462c-8e6e-4f5e35520e67&entry.326174790=California Department of Food and Agriculture&entry.2031121141=CDFA Seed and Fruit Collection&entry.4068754=CDFA&entry.1582913154=SFC&entry.1336841557=http://www.cdfa.ca.gov/plant/ppd/seedherbarium.html&entry.103879345=NA&entry.107456176=California&entry.879476273=&entry.417603227=40000&entry.1321049572=Deborah Meyer&entry.1687847097=Co-Curator&entry.1086198428=dmeyer@cdfa.ca.gov&entry.246950189=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1584255348=Sacramento&entry.1966582743=California&entry.256217142=95832&entry.447546773=CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.&entry.1565624766=Sacramento&entry.1920508789=California&entry.1022645685=95832",38.481269,-121.505073
